Sintering Temperature (°C),Heating Rate (°C/min),Holding Time (min),Cooling Rate (°C/min),Relative Density (%),Micro Hardness (Hv),Nano Hardness (GPa),Modulus of Elasticity (GPa),Stiffness (mN/nm),Plasticity Index,is_real
1000,100,10,110,99.0116275002912,516.2035522740965,9.945798375210451,338.28619507735203,2.508027568090796,0.008,0
1150,110,20,80,99.89656949212925,547.7190782376198,9.580413789303451,351.32453082410245,2.605157277501366,0.008,0
1000,120,15,90,99.2321669621011,546.6383227094428,9.40634590573615,340.69440107842007,2.616898220433947,0.008,0
1150,120,30,100,99.93954969194299,532.4144518727373,9.704809266797605,354.3428613150297,2.757609113418062,0.008,0
800,100,15,90,99.5086780256234,534.9797883984046,9.261666561012953,354.5651407499186,2.5314921209519254,0.04,0
850,90,30,120,99.95691107371114,534.0988787186185,10.197095789656823,367.423205889735,2.6610661319234215,0.008,0
800,110,30,80,100.0,537.6088892274825,10.027483415988367,348.7498236221974,2.5937520140940995,0.023280243052872292,0
950,80,10,110,99.14063877313518,527.3468263584409,9.856107060053674,348.94442837344155,2.6496381024594338,0.008,0
1000,110,25,100,99.9597875727505,542.3112633205924,9.994788272039726,361.900170397678,2.5480146343796144,0.008,0
800,80,15,90,99.13285203414497,540.1607833806362,9.411257652205531,354.09287924058634,2.6753350130041014,0.024749930583756997,0
1050,100,25,80,99.90153959146443,523.2843906052274,10.114005799248652,348.2231384170401,2.792656467995217,0.023399692215394393,0
1050,90,20,100,99.89270813709335,510.4002162349861,9.79064441535061,344.0722214021696,2.4957159112332583,0.04,0
1000,90,25,90,99.95582918619685,514.9820320640054,9.622164358669135,347.4574658986626,2.6409278096674633,0.008,0
1000,110,10,90,99.61789962337158,540.0973323636806,9.363778030750108,350.177403963833,2.5439504661002608,0.03160250294460655,0
850,120,15,100,99.15468155065372,566.2498818307282,9.414923788887904,345.8454663168081,2.54840844436276,0.021129367434953906,0
1200,80,15,120,99.90996323397138,567.1947644412094,9.387749177864157,342.6363792263599,2.6932348769771255,0.015142482257239156,0
1000,90,25,120,100.0,532.6883758838624,9.717413975954843,349.91333041718036,2.5510623696280637,0.008,0
1000,80,25,80,99.93321784807472,517.5446476414203,9.637089916127278,342.1277794061732,2.4446814704291926,0.008,0
800,120,10,110,98.94662005697181,500.6099811549278,9.168013427678657,349.8696084652919,2.553742352725898,0.04,0
1050,120,15,120,99.31844279080856,556.9557947915555,9.771168755244618,357.556029427191,2.5912810011092944,0.04,0
850,120,30,80,100.0,533.837583073068,10.022262875896097,365.3377594788602,2.735902592421538,0.017483965130542744,0
1200,100,20,110,99.94322191698997,551.7072922932822,9.514765022685891,354.8872938863691,2.6833268352626733,0.008,0
800,100,10,90,98.48453831754274,521.0451644213912,9.040850075504382,340.78286850482067,2.4605036270850635,0.04,0
1050,90,30,90,100.0,570.874128712406,10.12810457360437,356.00635724612766,2.823565833430352,0.028881899207045,0
1150,100,10,120,99.60559262643059,554.9620600932425,9.775820021494273,349.0775497023769,2.5992262728989335,0.04,0
950,90,15,90,99.38990781180483,536.7128192958148,9.625451668379064,343.9507600159706,2.634125639293717,0.008,0
950,90,10,120,99.36049377053314,557.6198946748405,9.76713734627674,343.8990167656319,2.643146013304786,0.008,0
1000,110,30,100,99.88477193858084,560.4576112941793,9.929865729994862,355.4301110489851,2.6546121413832697,0.008,0
1150,90,30,110,100.0,567.6754345193124,9.810879106249198,370.6554491317192,2.806628254571119,0.011793788366652085,0
1150,110,30,90,100.0,553.0547185803325,9.923642893941825,355.72390696023905,2.8468705408339727,0.008,0
900,90,30,90,100.0,542.3037636089089,9.55074484427764,360.8549065785982,2.8006391443508405,0.04,0
900,110,10,100,99.25213168036743,516.7992419637492,9.830023632148505,356.2591041447649,2.631509147675195,0.008,0
850,120,15,100,99.13095812607816,566.2110051765244,9.357745986253287,345.85186018579736,2.50567961671912,0.04,0
1200,110,10,110,99.45491986796601,531.5154773211693,9.959976776504872,344.2168778168726,2.574774579048255,0.008,0
1000,100,10,90,99.55953670673728,559.8895174274774,9.466679099910667,344.73958020610996,2.498221641621078,0.008,0
1100,90,10,80,99.2544589639515,517.6408857529897,9.710118210901253,350.7949502276516,2.531173451423943,0.008,0
900,120,30,120,100.0,558.7080070543242,9.505084204830924,366.08914300967854,2.7211653312791815,0.024371452364995057,0
950,110,30,120,100.0,530.4337302357524,9.440080346309221,367.42427280196983,2.846526646583787,0.008,0
950,80,10,110,99.2030322863378,527.2756804315628,9.841577171230426,348.9768089305269,2.6275564411063725,0.04,0
900,110,20,100,99.61651720865807,563.6074281385501,9.489374345105585,349.22134888881783,2.6094596228383544,0.04,0
1150,100,10,120,99.59060180970299,554.9146233505599,9.751357335549201,348.9922077877736,2.622719590785365,0.008,0
1100,80,10,120,99.27822743344477,532.5531925860365,9.22922740469984,343.0655032536409,2.5310075042807423,0.008,0
800,80,15,90,99.09430435274835,540.1242657223227,9.391034056945262,354.1277613498373,2.6632902753446515,0.02016353647035932,0
1050,100,20,90,99.7894662735611,542.1566708791391,9.919824053253139,342.4252204003732,2.648841085353558,0.016246859117929998,0
1000,100,25,120,99.94052539156726,536.9492548031706,9.538309860624661,351.2114536054098,2.618229737004295,0.008,0
1000,90,20,90,99.84814127069973,550.8306509283003,9.762788338193397,349.4490631201567,2.734605083584469,0.008,0
800,80,30,120,99.95084035863324,525.1219015343926,9.841491740094812,363.24328091516566,2.8405184684975793,0.008,0
1100,100,20,110,99.9934551792671,568.2599537593064,9.49678343483468,344.62660924249906,2.637544486632298,0.02139490334986715,0
800,90,15,100,99.16882075125878,548.423833783876,9.1513884632986,342.18430092519657,2.7000907326726993,0.04,0
900,90,30,90,100.0,542.3378404788318,9.416583747963461,360.79690351822563,2.7381821949111536,0.008,0
800,90,25,120,99.56889737344446,561.0707751645843,9.529090598882846,348.5445777475909,2.4555579084736046,0.008,0
1050,120,15,80,99.67415291333667,533.6824751454568,9.501672293022132,347.92126826043585,2.698848866860699,0.04,0
1150,110,20,80,99.95135654701136,547.7550730429358,9.549082215406505,351.25683730404,2.6562180189855753,0.04,0
1100,100,30,110,99.97949280999676,540.9402579140005,9.887932445530396,347.71346410203944,2.643481768959634,0.04,0
950,80,20,80,99.92987936747407,548.827016027643,9.86079964174482,345.6524391218674,2.5617794939822858,0.008,0
1100,80,10,120,99.34795674818372,532.5130016905499,9.317085574274579,343.05119962685444,2.5185961169734914,0.008,0
800,90,15,110,99.5697361148968,520.4891333817305,9.645731806672531,338.0672335076159,2.6363338089838977,0.04,0
900,110,20,110,99.7377841372159,549.8258164062976,9.81099352319051,351.34911270935226,2.719573206498738,0.04,0
900,90,20,100,99.84122551207138,527.2997305569556,9.481952405069073,354.8631154217607,2.7087707376461925,0.031850182029862596,0
900,120,30,120,100.0,558.7155951539943,9.474840735497434,366.0331010940281,2.8170838571157693,0.0292463060323835,0
1050,120,15,120,99.44403546856019,556.972908750282,9.583057582888564,357.60371710592966,2.5644807858740135,0.008,0
950,90,10,120,99.4324172598069,557.5733333410861,9.948086629536828,343.8909134636921,2.6112360545734234,0.04,0
1000,80,25,110,99.98937392535765,528.9645857901608,10.077036326815394,350.1607246562158,2.6506992493930808,0.04,0
1200,90,30,80,100.0,581.4835448577769,10.249961645568241,356.19005333946194,2.8490629449169993,0.04,0
900,90,30,90,100.0,542.2929923194939,9.506008831052899,360.8286285395209,2.7773284219696506,0.008,0
900,90,25,80,99.83517344992201,548.8482259544701,9.487406578019726,344.5116315195067,2.7581024461269457,0.04,0
900,110,10,100,99.16162689269188,516.8208211055696,9.729655381019697,356.1524931914315,2.594807788282008,0.04,0
1000,90,20,90,99.80561606285904,550.7721144533324,9.707553567215324,349.3478374116546,2.735657074465616,0.02130698257895377,0
1150,80,20,110,99.9509823599791,539.2655456517423,9.586660842222464,344.587309154284,2.5483676197743783,0.008,0
1100,80,30,80,99.98908150233073,574.0079610905332,9.636341318375441,352.496138979757,2.658621510128532,0.04,0
1000,90,25,120,100.0,532.7091410024445,9.78453056515213,349.9358307118218,2.6342158423103776,0.04,0
1000,120,15,90,99.22057163941469,546.6807939657547,9.494391765483133,340.74395196262924,2.5833004256690995,0.008,0
1200,100,20,110,99.85598495230472,551.6327249150597,9.608932507721294,354.90900693413056,2.6846344446773847,0.008,0
1100,80,30,80,100.0,574.0857828960569,9.572342763150507,352.58540575730063,2.6387457294115726,0.008,0
1100,110,10,90,99.46204171850404,509.0885900196837,9.567886555551166,346.90391809161844,2.5908194364524113,0.013155432437104063,0
950,110,30,120,100.0,530.447765570233,9.431572657627232,367.4470693412281,2.8176751386912766,0.008,0
900,120,30,120,99.95539285413153,558.6620890916245,9.558158674404366,366.04292253457777,2.7451607787018157,0.04,0
800,100,10,100,98.37647124154735,532.0630340428189,9.533812791952545,346.00844357633156,2.4047034782319763,0.04,0
1000,110,25,100,100.0,542.3262995102934,10.044757083549772,361.9436500149176,2.5522891796968463,0.023501829066923545,0
1100,120,25,120,99.97521564380543,566.4132110105138,9.649965938059497,351.74431852051106,2.5842626415711583,0.04,0
1000,110,25,80,99.99369116782668,512.2623394783798,9.789117624182632,349.31332508125433,2.558115710208422,0.008,0
1100,100,30,100,99.97815884502411,525.4292444451053,9.957803841723535,358.7959145488565,2.7804691977715534,0.04,0
850,90,30,120,100.0,534.1217215159586,10.053654096734084,367.3098547507621,2.6371148939664146,0.04,0
850,120,15,100,99.16933502619793,566.2491407284047,9.42493485306367,345.86985489667984,2.5483860048187896,0.04,0
1000,110,30,110,99.90776101967911,554.7016032774211,10.150112476307653,356.17010343958185,2.770297582608154,0.04,0
800,110,20,80,99.68588346935994,563.9531051386855,9.430684147365744,349.7956652398766,2.5327572324775205,0.017278928599329925,0
950,120,20,80,99.78367352714415,537.3726060780481,9.293724912460515,347.1252438260377,2.738683973506733,0.023579354062029764,0
1050,80,15,110,99.48466844591151,551.1811997047528,9.987473620848446,346.02382385497134,2.6462007493680546,0.028876077110447,0
1100,110,20,120,99.89462378778448,528.8441244808744,9.560149765577728,357.68649547285327,2.559655599238168,0.011388279433947823,0
1150,100,30,80,99.97216505179877,527.7806156332065,9.946767399634433,359.8507583173025,2.6008216542487617,0.008,0
1000,100,25,120,99.97309037384012,537.0424827018995,9.485407054653216,351.23984325338995,2.7376610996751465,0.008,0
1050,80,15,110,99.56398734203185,551.174778387243,9.972226402009026,346.09789202794155,2.6295045501875274,0.008,0
1100,110,10,90,99.49270678954196,509.1728975158144,9.660828936319918,346.95602569005666,2.6311314027885806,0.013292995770184154,0
1000,110,25,100,99.86169298230986,542.2695613985844,9.968241068238298,361.90999755350975,2.617767076072422,0.04,0
1200,90,15,80,99.77841204946975,566.6994376130101,10.155610159579878,354.24999520010783,2.581468462644007,0.04,0
800,120,30,110,99.99915292760984,532.3882830075917,9.432200571706085,353.3120355471663,2.835309718589887,0.025469954032012257,0
1000,100,10,90,99.54265324769736,559.7205807010997,9.56258298867915,344.79179245377753,2.497380820267091,0.027552395360821026,0
1200,120,30,120,99.94851606556549,568.1335250241347,9.985915120001804,360.6082578806764,2.8206511788195052,0.013529956672070582,0
900,90,30,90,99.92933176832246,542.3849837223231,9.496396984391085,360.9063981796617,2.7327550212053513,0.008,0
1100,100,30,100,100.0,525.4818564821325,9.879080627646692,358.73147483337823,2.8162866030823155,0.008,0
950,90,30,110,99.93326469901598,533.4709047674817,10.015991940188464,366.11420098190536,2.7395826513329187,0.022421417557878215,0
800,90,20,120,99.55004369235485,554.7318567069377,9.633326081437776,343.03559531744156,2.650707938502258,0.04,0
950,90,25,90,99.92421642355617,514.8781408024857,9.647926451615122,357.53604142067513,2.6463232848497644,0.008,0
1050,90,20,100,99.87499467659975,510.41768475518325,9.821011454713156,344.16507811433877,2.61232604260113,0.04,0
1000,100,10,110,99.00781151939007,516.1843722186386,9.986848311659006,338.3218767816888,2.4293558071891574,0.029349039272292106,0
1200,110,10,110,99.57059052911377,531.5292189231998,9.94442147617897,344.1568803024752,2.6439487432485285,0.04,0
900,120,25,90,99.81389746456101,532.3775434066566,9.818758154665378,344.6847732548355,2.757193593778783,0.008,0
950,90,15,90,99.40712075472163,536.664580246033,9.548829470081339,343.87035803126605,2.752049143923978,0.008,0
1000,100,10,110,98.96097885476087,516.1318916336462,9.9505588320804,338.3831993989024,2.5256867617867567,0.03909233483658828,0
800,120,30,110,100.0,532.4539313131434,9.45000957890197,353.2141834968778,2.9167568913394897,0.008,0
800,80,30,120,99.99941924957967,525.2098836546094,9.695603189546972,363.31233618694887,2.7763500476382514,0.04,0
950,80,20,80,99.92058108456713,548.9016530348571,9.971541590532643,345.686010030179,2.624319467208769,0.008,0
1200,80,15,120,99.79064540693217,567.1699151880584,9.453012777006608,342.6373833691305,2.807047409865319,0.008,0
1050,120,15,120,99.32179916976712,556.9418844261188,9.720574084056448,357.6402670869721,2.5556906022448436,0.02227557389632217,0
1000,100,25,120,99.99035484966296,537.0045454226519,9.486671186006658,351.38606607197806,2.6952580982547985,0.03250076657591992,0
1000,80,25,110,100.0,528.9810091958199,10.027727247187899,350.08631752416267,2.5980307069350723,0.026473163678247737,0
1100,90,25,120,100.0,561.9441732712331,9.633916841376898,354.9802301946523,2.6047412009464015,0.009930739471452166,0
1050,100,25,80,100.0,523.2423563453215,10.100275085871738,348.1816521896271,2.7264312696266657,0.04,0
950,90,10,80,99.70649696546334,550.530704692585,9.834061935960156,355.65525446702594,2.522904166543899,0.04,0
900,80,30,110,100.0,546.9272110836722,9.607813396778926,367.30035411706507,2.741483653467379,0.04,0
1150,90,15,100,99.76797396597749,550.5302661555148,10.043220892828646,362.4815993950478,2.76483567778817,0.04,0
1000,110,10,100,99.59348214611768,528.5234727883673,9.600813059359103,342.9672809565818,2.4767083809121018,0.03192282698321421,0
1050,90,20,100,99.89946727764367,510.3938529463024,9.656164975368354,344.1644613679831,2.553942744083334,0.04,0
1200,90,30,80,100.0,581.3793463057717,10.20257083617331,356.1240788703055,2.8389819443291135,0.04,0
1000,100,15,80,99.35027027754911,510.01032766562685,9.533240627740806,347.2051886889908,2.6907770402592375,0.008,0
800,90,15,110,99.65653548517703,520.4525938781771,9.592030098269833,338.16181082721886,2.6199037550946653,0.018475757977128974,0
1100,80,10,120,99.2953333984539,532.486433029366,9.28012319206969,343.0911310800149,2.5727905456247333,0.04,0
950,90,30,110,99.99691686078384,533.6176960602376,9.97865777905651,366.1529291128463,2.858720884503713,0.01413810599746766,0
850,110,30,110,99.96631441713747,563.9692038359833,10.079220172579621,360.3227304625976,2.664742391189461,0.008,0
1200,100,30,90,99.98001673613024,589.4821821849813,9.96971211594178,356.1445086954633,2.8356372235499308,0.04,0
1000,100,10,110,98.90007030591002,516.1435657603921,9.925481151650187,338.37931956731154,2.4644329047214364,0.04,0
900,110,20,100,99.67814148741517,563.4263456143561,9.401363779667271,349.02555847555084,2.656219307034978,0.037871059452695637,0
900,110,10,100,99.26563459898333,516.8269614519204,9.61841376008261,356.1498484291749,2.6400062591167797,0.04,0
1200,100,30,90,100.0,589.4440913314182,9.976378224206833,356.1076597107678,2.7708329386418558,0.031466967404187245,0
1100,110,10,90,99.54636369128951,509.19005005035234,9.576751784636333,346.9480016270721,2.572970374771005,0.008,0
900,80,10,80,98.93334970494342,530.7311303996903,9.80306545636211,359.79794059206137,2.5618649555163437,0.03624410371694785,0
1200,90,30,80,100.0,581.4784246833791,10.121956874577542,356.11324080330246,2.850014503338914,0.04,0
800,90,15,110,99.53790528223006,520.5236442739108,9.615721888718392,338.15467668254615,2.5850724821044544,0.04,0
1000,80,25,80,100.0,517.5674570498209,9.742064626637102,342.03748302272265,2.5118892985058525,0.008,0
1100,110,10,120,99.57520686586437,529.864188789125,9.495291748392459,349.13808948920064,2.507874204366308,0.04,0
1000,110,30,110,100.0,554.8005122655373,10.295066870107442,356.2391064253033,2.74995178097267,0.008,0
1100,120,20,100,99.8722412205823,546.3765843072003,9.444275074599348,350.84495137627744,2.5294189177775803,0.01436122486402709,0
1200,100,30,90,99.92909295124997,589.4957971547335,9.919990597072962,356.0783097278477,2.8541260651660716,0.008,0
900,110,10,100,99.30132820923288,516.8083945979723,9.772922137050935,356.18338863641804,2.665261592396973,0.008,0
1000,110,30,100,100.0,560.4582970336799,9.878608956965916,355.36724538080125,2.8368976146731906,0.04,0
950,90,30,120,99.983291922517,536.5916571342375,9.961351978903215,371.7643454245219,2.7296596558278083,0.03492434962920807,0
850,80,25,90,99.87828381277755,528.8304761375983,9.974224796369674,357.1956924292712,2.5335970430293404,0.04,0
1100,90,25,120,100.0,561.9044479044909,9.554790051241117,355.03297405872235,2.607743007011307,0.038540007110550924,0
800,90,10,120,99.33963954725812,515.8499510102394,9.224994755395517,340.5481099921719,2.445293477232029,0.008,0
1150,120,30,100,100.0,532.4375617113474,9.778759857227463,354.37305547628955,2.7460299567303976,0.008,0
1000,80,25,110,100.0,528.9341943470093,10.015827668155602,349.9552814646983,2.653641778460839,0.04,0
800,120,25,90,99.85871166083112,547.5125809900646,9.71749661570285,353.97593627435367,2.594944723158552,0.008,0
1100,120,20,100,99.91385717503812,546.3490116935362,9.48151315629872,350.73743391458027,2.612246911617535,0.02158666429322303,0
950,90,10,80,99.72421023979352,550.7059668471226,9.8364044769127,355.54867932456204,2.60537534743222,0.03579527086463621,0
1150,120,30,100,100.0,532.3810321722315,9.78331501554839,354.41889002737753,2.8390069932235527,0.037715419379294846,0
1000,80,25,110,99.96204394657603,528.9419519408564,9.970106547288767,350.02618186028695,2.608319055416187,0.010541519125038406,0
1000,100,15,80,99.35771400913858,509.9935718385496,9.500957956879484,347.19688958904464,2.6862425785965205,0.03524291094440005,0
1150,100,20,100,99.91457686009937,558.2674069052084,9.714645940429893,362.5408184294305,2.6403668104091835,0.024830481623772417,0
1100,80,30,80,100.0,574.1356908227284,9.51689363953143,352.48877579984816,2.685777117392964,0.008,0
900,90,10,110,99.11773206671505,524.19641597066,9.825435412253862,342.0148571261745,2.540578405095301,0.04,0
1000,100,10,110,98.98976210586368,516.1336856542979,9.940498680227272,338.25977574792245,2.5030854240589453,0.03757907463454449,0
1000,110,10,100,99.54883395814409,528.4313155490864,9.64506112218481,342.8533829887452,2.475985025371967,0.008,0
1100,110,20,120,99.90121038260814,528.9519613919815,9.617797474398289,357.6756596490039,2.601238731034261,0.021554243978478285,0
850,120,30,80,99.91106773272126,533.8910608173534,10.011786164590314,365.1403414817077,2.7436811400951044,0.04,0
1100,110,10,90,99.48409723444662,508.9954226789793,9.626903522141756,346.96751544305477,2.638923953983037,0.04,0
900,110,20,110,99.81121889411249,549.772908241468,9.792608449411844,351.2763686340456,2.71537260452178,0.04,0
1000,120,15,90,99.40457547368433,546.6721309056378,9.415402772286287,340.698531593293,2.6278064202488185,0.008,0
1050,120,15,120,99.42087325528583,556.9417775089661,9.770253830940856,357.6186162937078,2.4994490079883627,0.04,0
950,120,20,80,99.85414863871348,537.4094580309757,9.316240227400128,347.1494227475302,2.740389459762961,0.04,0
800,90,10,120,99.31053855384012,515.8289977460105,9.307579779821658,340.51367233449014,2.530195084488726,0.008,0
1100,90,20,90,99.92398370367937,546.3287492944362,9.499918424671087,346.05516607086855,2.740984264311045,0.03830999791008842,0
850,120,15,100,99.06622645270625,566.0690720689165,9.293771673548726,345.8752909347064,2.6570926789303564,0.04,0
800,100,10,100,98.43016349144145,532.0839583522625,9.589753556811432,345.9402193619144,2.4084345325938603,0.04,0
800,120,25,90,99.88199990528426,547.430019649789,9.628168104286049,353.9575632390217,2.6094825662039884,0.008,0
1000,120,15,90,99.24418734297832,546.77034397181,9.37164630422539,340.63784818978866,2.5555594290910877,0.008,0
800,100,10,100,98.43708705846838,532.1668343631435,9.532063531436624,346.0095658087425,2.4833731002178134,0.04,0
1100,120,25,120,99.92638359562875,566.3743706707393,9.670836172007874,351.82733262009674,2.5224762047925133,0.04,0
1150,90,15,100,99.76719237003816,550.5569735318968,10.136891807084298,362.4988544202855,2.6908588039913925,0.01663305872379575,0
1150,90,30,100,100.0,583.0740695213681,10.103635444186638,364.9421594943657,2.8342944747204455,0.008,0
1050,110,10,100,99.33587118746277,545.1837706515589,9.39243928595335,345.01024875585756,2.5918356542244756,0.04,0
1200,120,30,120,100.0,568.1877069617042,9.898445802886334,360.69606681775537,2.661984883493153,0.04,0
1100,100,30,100,99.98360714643432,525.5192164369397,9.838883141732653,358.7367508209359,2.7880877936813504,0.04,0
850,90,30,90,99.98793028492699,566.0051462432497,9.911830781248893,368.614979569222,2.6674810033506393,0.04,0
1000,90,20,90,99.88040808340797,550.9372990818667,9.773982640156964,349.39591672690466,2.7297829889512055,0.04,0
1100,120,25,120,99.98548462868115,566.3894882077026,9.671925548427275,351.8310314154971,2.5380359212041905,0.04,0
800,110,15,90,99.25026061284436,536.1939746684241,9.382000261331067,352.77497207536413,2.4538289303183767,0.008,0
1050,120,15,120,99.26381584851798,557.0295484645101,9.632626443833214,357.5692514612715,2.6208868439930666,0.04,0
1150,110,20,80,100.0,547.5991282965307,9.548995862489972,351.2758293548908,2.7529723182259525,0.008,0
900,120,25,90,99.88509175350441,532.3451705625558,9.86779564418763,344.71500956020276,2.8130956608876914,0.04,0
800,90,20,120,99.60405967783107,554.8012569132071,9.578668432077137,343.03219315450343,2.585695972804874,0.04,0
1100,80,20,100,99.94108478501963,516.0459789735219,9.568898516919134,354.2250376564944,2.755095633265005,0.008,0
1050,120,10,80,98.97395637736061,521.8800244493281,9.666086955929469,341.54405280890546,2.6815170821314456,0.04,0
800,100,15,90,99.61168919821307,534.9288950788037,9.281706792647212,354.45969731936816,2.4733420885444586,0.04,0
800,110,15,90,99.35296037953385,536.2545148308556,9.436571006672374,352.75226429020734,2.452388190285626,0.008,0
1050,100,20,90,99.80438371602014,542.2627017724278,9.786334105443316,342.3657007566394,2.6472546126120644,0.008,0
800,120,30,110,100.0,532.4337393543345,9.4307229676815,353.2382146933009,2.8534066834065013,0.04,0
1100,120,15,90,99.670236307047,544.8687567309632,9.915833837790842,351.4358897488098,2.619298693932284,0.04,0
850,120,30,80,100.0,533.8190400028101,10.009533722338533,365.27812363836705,2.7702633060950603,0.008,0
1150,100,10,120,99.58430373543857,554.963604268635,9.744437511957752,349.02079415911203,2.506823947752772,0.010818784435005049,0
800,90,25,120,99.53292185578756,560.9477793648898,9.600765267985444,348.5141368512641,2.5673354201828493,0.04,0
1100,110,20,110,99.83162251197604,560.2080499732732,9.748526330885262,359.8501596525753,2.660907807580971,0.04,0
1000,80,25,80,99.95012616501391,517.6271792884263,9.702042322135574,342.1696393881907,2.6663265215879988,0.008,0
1200,120,30,120,99.97010541638264,568.1434508223452,9.93346541991041,360.7165779935329,2.753075282754364,0.04,0
950,90,30,120,100.0,536.6675589269041,9.998819235581763,371.58395065404966,2.717056661227985,0.04,0
850,120,15,100,99.13143922305117,566.1991899450638,9.381234248784192,345.7973899095008,2.4720130485039173,0.008,0
950,80,10,110,99.17860823642737,527.2553588367233,9.857450900739536,348.85878370690926,2.6865316256215253,0.04,0
800,100,15,100,99.61514422032955,567.8871456340817,9.568869583258513,344.00431257924964,2.602972742673792,0.04,0
1050,90,30,90,100.0,570.9842646570359,10.125102013911128,355.9957622098836,2.88929313923568,0.008,0
1050,120,15,110,99.66679426356471,571.8077730574737,9.859105586743766,353.75513420997424,2.5773431691350455,0.008,0
1150,80,20,110,99.93573244359048,539.3672485947262,9.518258969771297,344.6725861114337,2.7215046098997258,0.04,0
800,100,15,90,99.46949533745341,534.8316773393746,9.27366093573053,354.5507256401785,2.5223213717987205,0.04,0
1100,100,30,100,99.98885687320299,525.3908041800901,9.900358357612863,358.7938784368184,2.7714726432642425,0.016268398808846306,0
900,80,30,110,99.96372008910244,547.0085292742863,9.496563864262008,367.31649620688444,2.6693348339805922,0.04,0
1000,110,30,100,99.94529595721094,560.4555049289281,9.956743496857552,355.31585190765867,2.731559474771644,0.008,0
850,90,30,90,100.0,565.8772108194734,9.842379292605589,368.59037283051595,2.7196487266803144,0.04,0
1200,110,10,110,99.6163946607408,531.4795352835018,9.89751048181074,344.27035502458267,2.534840163976583,0.03216513282574634,0
800,110,15,90,99.25678499778195,536.2568328668833,9.38616981808534,352.83001947868433,2.492400680057609,0.04,0
900,80,30,100,99.96700162246609,565.0817554112192,9.679095836614257,363.02900820002907,2.764102770562252,0.008,0
1100,100,30,110,100.0,540.9863461402687,9.760663708382834,347.70054900134727,2.6723319615006726,0.04,0
850,120,15,100,99.12746759588913,566.1911381764796,9.264535965674083,345.94205253058885,2.5092390811286536,0.03824055629862189,0
1000,100,25,120,99.89043473741708,536.9893357835651,9.442819384837478,351.3329332712302,2.659169161732722,0.008,0
1000,120,15,90,99.30857232336088,546.7413862264984,9.433641635886381,340.6330107002351,2.5489372168360465,0.04,0
800,100,10,100,98.53323526404112,532.0531565400912,9.503358753343216,345.9477028182449,2.39,0.04,0
1100,100,20,110,99.91429642982926,568.3461183026134,9.377162185916728,344.624146927435,2.600565033241488,0.04,0
1050,100,25,80,99.9707411223319,523.322426325678,10.159917582684102,348.2339802169022,2.732417696247957,0.026745567804177563,0
800,80,15,90,99.17618829147439,540.0651521314107,9.38532041550147,354.1247914484307,2.6175142829871123,0.021992192229944255,0
950,90,30,110,99.99929416265039,533.5503338303868,10.049789745198575,366.12464421942923,2.6936814565417153,0.02125015415703691,0
1100,120,25,120,99.8772094957964,566.4693633728491,9.725320741217407,351.7619779365003,2.600173456786797,0.008,0
900,80,30,100,100.0,565.0475938524269,9.712980006394641,362.97583608943756,2.6195152098105,0.008,0
850,90,25,120,99.86885694568801,556.5671982673844,9.544524694555722,355.1642498002277,2.5447902549267463,0.008,0
800,120,30,110,99.93851108013088,532.482604776538,9.441353050065144,353.2728764911118,2.8107155362362533,0.04,0
1200,100,30,90,99.98566556675081,589.4577683174708,9.897125185574547,356.1336401572359,2.8214237862192806,0.008,0
900,90,20,100,99.8365971620802,527.2508348573565,9.416077719573092,354.88438493629826,2.6947266426168826,0.008,0
800,90,15,100,99.10130517574854,548.4976098625735,9.10645688362387,342.0696218782961,2.589773760328161,0.04,0
800,90,20,120,99.56182768323048,554.7589178550797,9.5754207052759,343.0328383866919,2.6707157171003932,0.039500305490337694,0
850,90,30,120,99.95739012787517,534.1409059319451,10.09371649480407,367.34152012280515,2.747331954884734,0.008,0
1050,120,15,110,99.6758373864389,571.9691141012503,9.879620145951863,353.6013007619901,2.6691326600266776,0.008,0
1000,90,20,90,99.87838289697935,550.8273633114493,9.801729179122832,349.44758126274417,2.698848613013178,0.008,0
950,80,20,80,99.8521567969349,548.8724710155735,9.998635834253049,345.64652332610586,2.6798644199187587,0.008,0
1150,120,25,90,100.0,548.5156324966249,9.682236488643392,362.8382680872999,2.7832870373520726,0.008,0
800,120,10,110,98.93425269625624,500.5732486191036,9.208465551957653,349.8295930622878,2.506949807317485,0.008,0
800,90,25,120,99.48645394414831,561.0039958296073,9.66563059217264,348.58481130475445,2.5526558854219332,0.04,0
800,110,20,80,99.52898941365434,563.9504356803243,9.454324551558358,349.69491779376256,2.541519156474256,0.04,0
800,100,15,100,99.65005904740697,567.9227470577433,9.473199379674895,343.9716507739417,2.5538276366936428,0.04,0
1050,90,20,100,99.75727001644208,510.3890577378153,9.839562592747956,344.0097763135057,2.586219235884245,0.04,0
1050,90,20,100,99.85309996322447,510.2871212153116,9.796142522981237,344.0844834876219,2.6175922593544643,0.008,0
1200,120,25,80,99.9262753316176,546.2226144117401,10.053493779894971,364.4943529217573,2.684318001467244,0.036636001599880674,0
950,80,30,120,99.9915482903572,559.0499601329593,10.118429196480141,371.67108190852974,2.548613692929183,0.04,0
800,90,15,100,99.24779229825201,548.5257050933826,9.078673702336209,342.09249704529606,2.5806605096684314,0.008,0
900,90,20,100,99.77125177157238,527.2562029340166,9.474816146528365,354.8960444279769,2.6896609843441355,0.03321208175728402,0
